1754361580.828715 server started (9820): version 3.2a, socket /tmp/tmux-1000/default, protocol 8
1754361580.828749 on Linux 6.8.0-65-generic #68~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 15 18:06:34 UTC 2
1754361580.828760 using libevent 2.1.12-stable (poll); ncurses 6.3
1754361580.828844 input_key_build: 0x10e003 (PasteStart) is \033[200~
1754361580.828849 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1754361580.828852 input_key_build: 0x10e099 (F1) is \033OP
1754361580.828855 input_key_build: 0x10e09a (F2) is \033OQ
1754361580.828861 input_key_build: 0x10e09b (F3) is \033OR
1754361580.828864 input_key_build: 0x10e09c (F4) is \033OS
1754361580.828867 input_key_build: 0x10e09d (F5) is \033[15~
1754361580.828869 input_key_build: 0x10e09e (F6) is \033[17~
1754361580.828872 input_key_build: 0x10e09f (F7) is \033[18~
1754361580.828875 input_key_build: 0x10e0a0 (F8) is \033[19~
1754361580.828877 input_key_build: 0x10e0a1 (F9) is \033[20~
1754361580.828880 input_key_build: 0x10e0a2 (F10) is \033[21~
1754361580.828883 input_key_build: 0x10e0a3 (F11) is \033[23~
1754361580.828885 input_key_build: 0x10e0a4 (F12) is \033[24~
1754361580.828888 input_key_build: 0x10e0a5 (IC) is \033[2~
1754361580.828891 input_key_build: 0x10e0a6 (DC) is \033[3~
1754361580.828894 input_key_build: 0x10e0a7 (Home) is \033[1~
1754361580.828896 input_key_build: 0x10e0a8 (End) is \033[4~
1754361580.828899 input_key_build: 0x10e0a9 (NPage) is \033[6~
1754361580.828902 input_key_build: 0x10e0aa (PPage) is \033[5~
1754361580.828904 input_key_build: 0x10e0ab (BTab) is \033[Z
1754361580.828907 input_key_build: 0x10e0ac (Up) is \033[A
1754361580.828910 input_key_build: 0x10e0ad (Down) is \033[B
1754361580.828912 input_key_build: 0x10e0ae (Left) is \033[D
1754361580.828915 input_key_build: 0x10e0af (Right) is \033[C
1754361580.828918 input_key_build: 0x10e0b0 (KP/) is /
1754361580.828921 input_key_build: 0x10e0b1 (KP*) is *
1754361580.828923 input_key_build: 0x10e0b2 (KP-) is -
1754361580.828928 input_key_build: 0x10e0b3 (KP7) is 7
1754361580.828931 input_key_build: 0x10e0b4 (KP8) is 8
1754361580.828934 input_key_build: 0x10e0b5 (KP9) is 9
1754361580.828936 input_key_build: 0x10e0b6 (KP+) is +
1754361580.828939 input_key_build: 0x10e0b7 (KP4) is 4
1754361580.828941 input_key_build: 0x10e0b8 (KP5) is 5
1754361580.828944 input_key_build: 0x10e0b9 (KP6) is 6
1754361580.828947 input_key_build: 0x10e0ba (KP1) is 1
1754361580.828949 input_key_build: 0x10e0bb (KP2) is 2
1754361580.828952 input_key_build: 0x10e0bc (KP3) is 3
1754361580.828955 input_key_build: 0x10e0bd (KPEnter) is \n
1754361580.828957 input_key_build: 0x10e0be (KP0) is 0
1754361580.828960 input_key_build: 0x10e0bf (KP.) is .
1754361580.828963 input_key_build: 0x20000010e099 (C-F1) is \033[1;5P
1754361580.828966 input_key_build: 0x20000010e09a (C-F2) is \033[1;5Q
1754361580.828969 input_key_build: 0x20000010e09b (C-F3) is \033[1;5R
1754361580.828972 input_key_build: 0x20000010e09c (C-F4) is \033[1;5S
1754361580.828975 input_key_build: 0x20000010e09d (C-F5) is \033[15;5~
1754361580.828978 input_key_build: 0x20000010e09e (C-F6) is \033[17;5~
1754361580.828980 input_key_build: 0x20000010e09f (C-F7) is \033[18;5~
1754361580.828983 input_key_build: 0x20000010e0a0 (C-F8) is \033[19;5~
1754361580.828986 input_key_build: 0x20000010e0a1 (C-F9) is \033[20;5~
1754361580.828991 input_key_build: 0x20000010e0a2 (C-F10) is \033[21;5~
1754361580.828994 input_key_build: 0x20000010e0a3 (C-F11) is \033[23;5~
1754361580.828997 input_key_build: 0x20000010e0a4 (C-F12) is \033[24;5~
1754361580.829000 input_key_build: 0x20000010e0a5 (C-IC) is \033[2;5~
1754361580.829003 input_key_build: 0x20000010e0a6 (C-DC) is \033[3;5~
1754361580.829006 input_key_build: 0x20000010e0a7 (C-Home) is \033[1;5H
1754361580.829018 input_key_build: 0x20000010e0a8 (C-End) is \033[1;5F
1754361580.829021 input_key_build: 0x20000010e0a9 (C-NPage) is \033[6;5~
1754361580.829024 input_key_build: 0x20000010e0aa (C-PPage) is \033[5;5~
1754361580.829027 input_key_build: 0x20000010e0ac (C-Up) is \033[1;5A
1754361580.829030 input_key_build: 0x20000010e0ad (C-Down) is \033[1;5B
1754361580.829041 input_key_build: 0x20000010e0ae (C-Left) is \033[1;5D
1754361580.829045 input_key_build: 0x20000010e0af (C-Right) is \033[1;5C
1754361580.829048 input_key_build: 0x40000010e099 (S-F1) is \033[1;2P
1754361580.829051 input_key_build: 0x40000010e09a (S-F2) is \033[1;2Q
1754361580.829054 input_key_build: 0x40000010e09b (S-F3) is \033[1;2R
1754361580.829057 input_key_build: 0x40000010e09c (S-F4) is \033[1;2S
1754361580.829060 input_key_build: 0x40000010e09d (S-F5) is \033[15;2~
1754361580.829063 input_key_build: 0x40000010e09e (S-F6) is \033[17;2~
1754361580.829066 input_key_build: 0x40000010e09f (S-F7) is \033[18;2~
1754361580.829068 input_key_build: 0x40000010e0a0 (S-F8) is \033[19;2~
1754361580.829071 input_key_build: 0x40000010e0a1 (S-F9) is \033[20;2~
1754361580.829074 input_key_build: 0x40000010e0a2 (S-F10) is \033[21;2~
1754361580.829077 input_key_build: 0x40000010e0a3 (S-F11) is \033[23;2~
1754361580.829080 input_key_build: 0x40000010e0a4 (S-F12) is \033[24;2~
1754361580.829083 input_key_build: 0x40000010e0a5 (S-IC) is \033[2;2~
1754361580.829086 input_key_build: 0x40000010e0a6 (S-DC) is \033[3;2~
1754361580.829088 input_key_build: 0x40000010e0a7 (S-Home) is \033[1;2H
1754361580.829091 input_key_build: 0x40000010e0a8 (S-End) is \033[1;2F
1754361580.829094 input_key_build: 0x40000010e0a9 (S-NPage) is \033[6;2~
1754361580.829097 input_key_build: 0x40000010e0aa (S-PPage) is \033[5;2~
1754361580.829100 input_key_build: 0x40000010e0ac (S-Up) is \033[1;2A
1754361580.829103 input_key_build: 0x40000010e0ad (S-Down) is \033[1;2B
1754361580.829106 input_key_build: 0x40000010e0ae (S-Left) is \033[1;2D
1754361580.829109 input_key_build: 0x40000010e0af (S-Right) is \033[1;2C
1754361580.829112 input_key_build: 0x60000010e099 (C-S-F1) is \033[1;6P
1754361580.829115 input_key_build: 0x60000010e09a (C-S-F2) is \033[1;6Q
1754361580.829118 input_key_build: 0x60000010e09b (C-S-F3) is \033[1;6R
1754361580.829121 input_key_build: 0x60000010e09c (C-S-F4) is \033[1;6S
1754361580.829123 input_key_build: 0x60000010e09d (C-S-F5) is \033[15;6~
1754361580.829126 input_key_build: 0x60000010e09e (C-S-F6) is \033[17;6~
1754361580.829129 input_key_build: 0x60000010e09f (C-S-F7) is \033[18;6~
1754361580.829132 input_key_build: 0x60000010e0a0 (C-S-F8) is \033[19;6~
